track,algorithm,texts,miss,miss_count,typos
d17beda864a920c4cfb3cf5f6314e4f9.wav,5,THE FOLLOWING IS A LIST OF THE TTEN MOST POPULAR AND MOST SUCCESSFUL WEBSETS IN THE WORB,"['WEBSETS', 'WORB']",2,True
ea257773b8411e9f67b1da8de1783d7b.wav,5,I WAS TRYING TO FIND A WAY TO MAKE IT WORK FOR A BIT MORE THAN I WAS ORIGINALLY PLANNING,[],0,False
eac801a1b61b1b791b8bd40a100a13ee.wav,5,BY THE FOLLOWING ARTICLE IS EXHERPTED FROM A RECENT ARTICLE ON THE SUBJECT,['EXHERPTED'],1,True
0cd4bd4f83b6a4ddb56fb5529460412c.wav,5,WARE GOING TO TRY TO KEEP THE COUNTRY SAFE HE SAID,[],0,False
2bf7663f5928b7c2f886815df878c645.wav,5,THE CANADIAN PRES MANTRIOL A MONTRIOL WOMAN IS FACING CHARGES AFTER SHE WAS ATTACKED BY FOUR MEN WHO ALLEGEDLY BROKE INTO,"['MANTRIOL', 'MONTRIOL']",2,True
775a1df569d2cb0bdfcdc9726702af89.wav,5,BF BAT HAS BEEN INVESTIGATING WHETHER THE TRUM PAMPAIGN COLLITED WITH RUSSIAN OFFICIALS TO HELLTRUMP WHEN THE TWENTY SIXTEENTH ELECTION,"['BF', 'TRUM', 'PAMPAIGN', 'COLLITED']",4,True
eb93016941f050ce4dc692e5fc299fcf.wav,5,LETS ASHAME THE MAN WHO WAS ARRESTED AFTER THE ATTAC SAID HE WAS VERY DISAPPOINTED WITH THE WAY THE POLICE HANDLE,['ATTAC'],1,True
2aa71320af9065be4897d3203f095798.wav,5,A NEW STUDY FROM THE UNIVERSITY OF OXFORD HAS FOUND THAT THE AVERAGE NUMBER OF PEOPLE WHO HAVE BEEN DIATENOSED WITH ARTIS IN THE UCH HAS INCREASED FRE FRU,['DIATENOSED'],1,True
2fff6e1518add5e3d43e2e7ec2426db1.wav,5,CENT AROUN MY JEST WANT TO KNOW IF YOU'RE GOIN TO TELL THAT'S WHAT HAPPENS TO THE SLAVES WHEN THEY'RE RELEASED FROM SLAVERY,[],0,False
994ee9d2452833cf11613b9e95182b1f.wav,5,A MAN WAS ARRESTED AT THE SCENE AFTER A MAN WAS SHOT AND KILLED IN THE PARKING LOT OF A WALMORT IN THE CITY'S WEST END AM EM AND THE,['WALMORT'],1,True
00c6b37d160c9d23367eb9be63544014.wav,5,I THINK THE WORLD IS A BETTER PLACE NOW THAT WE HAVE A PRESIDENT WHO'S BEEN AN OFFICE FOR TWO DECADES AND HAS NOT HAD A WHAFF,['WHAFF'],1,True
bfd1c1366125e03bb5af7911cb2473a5.wav,5,ACES THE END OF THE WORLD SAYS THE MAN WHO OWNS VAHUM,['VAHUM'],1,True
e3ad7d768dcfb280a1238bd0f44ac67c.wav,5,THIS ARTICLE IS ABOUT TO CAR IT,[],0,False
2c62d52e6d53c08b13c186f0becc2a4b.wav,5,ANCADEL TETACT YEL,"['ANCADEL', 'TETACT']",2,True
531b408c7873074f9dcf7705753b75bc.wav,5,GROS DOMESTIC PRODUCT PIKI IS THE MEASURE OF THE AMOUNT OF CAPITAL THAT A COUNTRY SPENDS ON ITS INFER STRUCTURE SUCH AS ROADS RAILWAYS,[],0,False
445e402ea834dec160ba421396b498ab.wav,5,THE FEDERAL GOVERNMENT IS FACING A SERIES OF LEGAL CHALLENGES TO ITS CONTROVERSIAL BATH ROOM BELL THAT WOULD ALLOW TRENCH UNDER PEOPLE TO USE THE BATH ROOM,[],0,False
40ddf22de64f7469a3d3cd71334346e6.wav,5,THE FOLLOWING IS A LIST OF THE MOST POPULAR AND BEST SELLING BOOKS OF THE PAST DIAD AID,['DIAD'],1,True
d6b9b39b88a80729acf7c0fb89899f9c.wav,5,SADNIAF FOUR TWO THREE HAS WON FOUR STRAITE DAMES AND IS UNBEATEN AT THE MAK O THIS SEASON BUT THEY HA,['STRAITE'],1,True
1ee24c1dc08cb5f72dda6d9811883112.wav,5,THE FOLLOWING IS AN EXCERT FROM THE NEW YORK TIMES THE UNITED STATES HAS BECOME A LOBAL LEADER IN THE FIGHT AGAINST FLIMAT CHANGE,"['EXCERT', 'LOBAL', 'FLIMAT']",3,True
f0f5fe438d5123b15ba8528f8a9ddb43.wav,5,EVE ALWAYS THOUGHT THAT THE BEST WAY TO MAKE A VIDEU GAME IS BY MAKING IT TO HERSELF,['VIDEU'],1,True
1ee2421fa55ee4d281e22e06261037ef.wav,5,A MAN WHO HAS BEEN ACCUSED OF RAPING SEVEN WOMEN IN A MELBORN SEBERB HAS BEEN JAILED FOR EIGHTEEN MONTHS,"['MELBORN', 'SEBERB']",2,True
7f7dd8e3c378c0a5eb5554cd98a9b94e.wav,5,THE FIRST THING THAT COMES TO MIND IS THE FACT THAT THIS IS A VERY DIFFERENT KIND OF IGACH,['IGACH'],1,True
3a10abb6d0ff1b0a25b87419edf8ea74.wav,5,IN A PRESS RELEASE THE COMPAIGN SAID THAT IT WAS IN CLOSE CONTACT WITH THE FIELD REGARDING THE SAFETY OF THE PRODUCTS IN ITS PRODUCT,['COMPAIGN'],1,True
ffe962b5bd041dcc31e90f5202abc9b5.wav,5,THE ONLY THING THAT WILL CHANGE IS THE WAY THE GAM IS PLAY,[],0,False
e3ca57842ea4b6873b49c9d29f83e301.wav,5,THELATAST ROUND OF TALKS BETWEEN THE TWO SIDES IS EXPECTED TO CONCLUDE IT BEQEET WITH THE TWO SIDES AGREEING A DEAL ON A NEW DEALFUL,"['THELATAST', 'BEQEET', 'DEALFUL']",3,True
7f565fc80c17ab3ec4d9261864a0814a.wav,5,THE LATEST VERSION OF THE LENGA COLONEL WAS RELEASED ON FRIDAY AND EIGHTS DESIGNED TO BE COMPATIBLE WITH THE LATEST VERSIONS OF LYNE,"['LENGA', 'LYNE']",2,True
19c0f05decd9f65e80fb226c06ff0dc9.wav,5,THE BEST WAY TO FIND OUT WHAT'S GOING ON IS TO GO TO THE WEBSET OF THE NATIONAL CENTRE FOR MISSING AND EXPLOITED CHILDREN,['WEBSET'],1,True
055e11f7d74c47ca0e507d9801b4aebe.wav,5,IT'S A GOOD TIME TO BE A PART OF THE NEW YERI,['YERI'],1,True
17564e5c0b0c8ec5ea7f3826390c94e2.wav,5,THE FOLLOWING IS A LIST OF ALL THE ARTICUS PUBLISHED BY THE WHIBSIKE THE DAILY COLLER IN THE LAST TWENTY FOUR HOURS,"['ARTICUS', 'COLLER']",2,True
2e60d0414e2d35df8d3b8d2b67993e85.wav,5,MILLOAD THE MALLOAD BUCX ARE IN THE MIDST A DEAL TO ACQUIRE POINT GORD GANDAS ANTITECAMPA FRI EN,"['MILLOAD', 'MALLOAD', 'BUCX', 'GANDAS']",4,True
8428bfc92547a517bcc6fff624d1482d.wav,5,THE ONLY THING THAT KEEPS ME FROM BEING A COMPLETE TIC IS THE FACT THAT I HAVE A SMALL PEN,[],0,False
ad709093c35312f75d2a2bb05ecd31ce.wav,5,WE ERE NOW IN THE MIDDLE OF A MAJOR EXPANSION OF THE GAME'S MULTIPLYER MODE WHICH IS BASED ON THE ORIGINAL FINAL FANTISE VI AND,"['MULTIPLYER', 'FANTISE']",2,True
5cacb4acb0081c2f6f49e24a2efc7d16.wav,5,THE UNITED STATES HAS BEEN IN THE MIDST OF A LONG RUNNING WAR WITH RUSSIA OVER THE ANNXATION OF CRIMY AND THE ANNEXATION OF THE BLACKS EIGHT EIGHT,"['ANNXATION', 'CRIMY']",2,True
f8197ce9e7f2a64806bcdd738e78a575.wav,5,THIS ARTICLE IS ABOUT THE CHARACTER,[],0,False
f3bc7f52ec2a3f7498145ceac5473280.wav,5,IN THE PAST FEW MONTHS WE HAVE SEEN A LOT OF STORIES ABOUT HOW THE INTERNIT IS BEING USED TO SPYON US AND HOW THAT INFORMATION,"['INTERNIT', 'SPYON']",2,True
4032a9cd28820dee1e36b2d0d8dd8756.wav,5,THE FIRST PLACE TO GET ROR HANDS ON THE NEW EFFONSIX PLUS IS THE CAMPENNY'S WEB SIPS,[],0,False
27e6df1d7957c2dd7330063d9b497014.wav,5,THE STATE OF THE UNION ADDRESS WAS A BIT OF A DISAPPOINTMENT,[],0,False
26c0311e21d81fb871de9463738dc2c1.wav,5,A NEW REPORT BY THE INSTITUTE FOR JUSTICE AND DEMOCRACY ID SHOWS THAT THE DEMOCRATIC PARTY HAS A RECORD OF CORRUPTION AND ABUSE OF POD,[],0,False
b361912882ca6203d2e702a91fed69db.wav,5,THE UNITED STATES WILL SEND A MILITARY CONTINGENT OF ABOUT THREE THOUSAND TROOPS TO ACENISTON NEXT MONTH TO HELP TRAIN AFIAN FORCES AND PROVI SECURITY FOR,"['ACENISTON', 'AFIAN', 'PROVI']",3,True
0699d5333e0748884338249e6386fdfd.wav,5,THE AS SHUPRINE COURT ON THURSDAY STRUCK DOWN A STATE LAW THAT ALOS GOOD OWNERS TO CARRY CONCEALED HANDDUNS ON COLLEGE CAMP USES,"['SHUPRINE', 'HANDDUNS']",2,True
f9fdb16c728e690b58401a8d71e98e70.wav,5,IF YOU WANT TO PLAY THE GAMES YOURE GONE IN NEED TO BE PREPARED FOR IT HE SAYS IT,[],0,False
bcbea1d12e8d8ff2994ed646dde0a23e.wav,5,THE ONLY WAY TO DO THIS IS TO HAVE A GOOD CONVERSATION WITH THE AMERICAN PEOPLE TO HAVE A DIALOGUE WITH THE AMERICAN PEEPEGIQEEPE,[],0,False
05257b986963ac0650a348485c547853.wav,5,A FEW WEEKS AGO I POSTIDA POST OFOUT AN ARTICLE THAT WAS BEING PUBLISHED BY A BRITISH MAGAZINE CALLED THE GORDY AT BEGIDE,"['POSTIDA', 'OFOUT', 'BEGIDE']",3,True
ecec5452b6bcaaa2d598176ff365f96d.wav,5,TAMP BAY LIGHTNING SIGNED JULIE TWENTIETH NINETEEN NINETY FOUR STATUS SIGNED TO A CONTRACT THAT WAS TO LAST UNTIL THE END O,[],0,False
47398756ed113d307c0950452bc86d2c.wav,5,THE SENATE IS EXPECTED TO VOTE ON A BILL THAT WOULD ALLOW THE DEPARTMENT OF HOMELAND SECURITY TO ISSUE VISUS TO UNDOCUMENTED IMMIGRANTS WHO HAVE BEEN CONVICTED,['VISUS'],1,True
538fa4807003c7815f9dd2d9c7de2ddc.wav,5,I'LL GRITE MORE ABOUT THIS LEDO,"['GRITE', 'LEDO']",2,True
f76644b3473ac1e70c44e371f04b0bf9.wav,5,I THRINGET'S ARTIAN WHUSAD,"['ARTIAN', 'WHUSAD']",2,True
5672762bc5ff6390e044650df2b19d58.wav,5,I'VE BEEN HER FOR A LONG TIME AND I'M NOT GOING TO LET ANY ONE GET AWAY WITH IT SAID THE COACH OF,[],0,False
88139a12fc32fad697df5685bb38b1cf.wav,5,THE NATIONAL SECURITY AGENCIES AN SAC COLLECTION OF AMERICANS PHONE RECORDS HAS BEEN REVEALED BY THE NEW YORK TIMES WHICH REPORTED ON THENDS,['THENDS'],1,True
821e1f7703d56df1a81466eab5169c46.wav,5,THIS ARTICLE IS ABOUT THE CHARACTER IN THE MAIN,[],0,False
b6bd150279e869effbdc9d128f06f1f2.wav,5,THE NEW RIDER GAME IS THE FIRST GAME FROM THE COMPANY'S GONE WITH THE WEN SERES AND IT'S THE FIRST GAME FROUR,"['SERES', 'FROUR']",2,True
85dffd2bc0d29a7345a0b40e069970cf.wav,5,THE SUPREME COURT HAS RULED THAT A STATE LAW THAT REQUIRES WOMEN TO UNDERGO AN ALTRA SOUND BEFORE AN ABORTION IS UNCONSTITUTIONADANANON,['ALTRA'],1,True
2ce1899c98e6b56a71b1da5aef0db712.wav,5,THE CITY OF PILADELPHIA HAS ENNANCED A NEW POLICY THAT WOLL ALLOW OWNERS TO SELL THERE COMES TO THE PUBLIC HELL,"['PILADELPHIA', 'ENNANCED']",2,True
4ce0608aa01a7e1286b523b8f1de2292.wav,5,THE FIRST TIME I SAW THE FILM IT WAS HOOK,[],0,False
efd60d6880a7c66b2903e17d3369a524.wav,5,THE FIRST TIME I HEARD THE TURN FOOLISH WAS WHEN I WAS A,[],0,False
596478d36f8e73cd5b93faaa1f136154.wav,5,THE S GOVERNMENT HAS BEEN UNDER FIRE FOR ITS HANDLING OF THE SYRIAN CIVIL WAR ESPECIALLY AT A TIME OF GROWING CONCERN OVER THE COUNTRYES HUMAN,"['S', 'COUNTRYES']",2,True
3281af1bf855a5f796fa69cdb6a49728.wav,5,A FEW YEARS AGAGI WROTE ABOUT HOW I HAD BEEN IN A RELATIONSHIP WITH A GLY,"['AGAGI', 'GLY']",2,True
91158c75b2a6876583272833396c55de.wav,5,THE FIRST TEST OF THE NEW PRODUCT WAS ANNOUNCED ON TUESDAY AND IT WAS A GREAT DEAL OF,[],0,False
f0469002955a5d486503c4e90083fb00.wav,5,I'M NOT SURE I CAN SAY WHAT'S GOING ON BUT I DON'T THINK IT'S A BIG DEAL SAID THE FORTY MINUTE,[],0,False
c703bf7a7b5e4d18293cd401e699d9e9.wav,5,WE HAVE THE ABILITY TO TRACK ALL THE ACTIVITIES OF THE F P IBE THE F P S SURVEILLANCE THE P I'S INTELLIGENCE GATHERING T EF,"['F', 'P', 'IBE', 'F', 'P', 'S', 'P', 'T']",8,True
e167021c3510fa48436e55d2da920e70.wav,5,IV BEEN A BIG FAN OF THE SHA AND I'VE NEVER SEEN ANYTHING LIKE THE F,['F'],1,True
21bb28a9efa8efc9d1aa69c034590183.wav,5,THE INTERNATIONAL ATOMIC ENERGY AGENCY I HAS ISSUED A NEW REPORT ON THE ARANIAN THE CLEAR PROGRAMME THAT IS INTENDED TO HIDE LIFE THE RISK CLOSED BY BOOD,['ARANIAN'],1,True
7bf3fce31975913a9c5247ab1587d171.wav,5,THE WORLD'S FIRST NEW SINGLE PLAYER DUNGEON CRAWLER IS AVAILABLE FOR A PECK HAND MA'AM,[],0,False
2fbbbbf836e53ccd1dc223cffa6baaae.wav,5,WHAT IS THE DIFFERENCE BETWEEN O'REAL AND A FACOIN A REAL COIN IS A COIN THAT IS GENERATED BY THEM,"[""O'REAL"", 'FACOIN']",2,True
6bced6436c54ad9751be65772f795fa2.wav,5,THE MOST RECENT UP TO THE CURRENT VERSION OF THE GAME HAS BEEN RELYAS,['RELYAS'],1,True
984697eab7f185d60861a42a025c1bdf.wav,5,THE FOLLOWING IS AN EXTERT FROM A RECENT COLUMN BY THE WUSHINGTON POST PALL KANG,"['EXTERT', 'WUSHINGTON']",2,True
f7aef2626db2a90d2b1e8033986b415d.wav,5,I'M A BIG FAN OF THE PUZZLE IN THE WORLD OF GAME,[],0,False
ff4d564dd0d685cae313eec3c9739702.wav,5,THE MAN WHO KILLED A WOMAN IN HIS CAR WAS ARRESTED IN LONDON ON SUSPICION OF MURDER,[],0,False
c4fe37972f9b7edfbeb2a51d8451eebf.wav,5,RAD FUNDING WHEN YOU PLEDGED TO KICK STARTER YOU'LL GET THE CHANCE TO GET A CHANCE TO BE PART OF A COMMUNITUDE,['COMMUNITUDE'],1,True
b6524a601d9109ef12e15b799119dde4.wav,5,A LOOK AT THE BEST AND WORST OF THE BEST AND WORST OF THE WORST OF THE WORST OF THE WORST OF THE WORST OF THE WORSTO,['WORSTO'],1,True
a90f6a03b017ea18b76530dfe802d7e7.wav,5,A MAN HAS BEEN ARRESTED AFTER HE ALLEGEDLY USED A KNIFE TO STAB A WOMAN IN THE HEAT IN THE CITY'S BUZSY SHETLIN NEIGHBOUR,"['BUZSY', 'SHETLIN']",2,True
cf18df19ce115615a659445ae41d806d.wav,5,IN THE PAST FEW MONTHS A NUMBER OF PROMINENT REPUBLICANS HAD TAKEN TO TWITTER TO EXPRESS THEIR SUPPORT FOR THE GOB'S EFFORTS TO REPEAL AND REBEL,"[""GOB'S""]",1,True
72cb20b1909e3a0ea181656ebf0e4262.wav,5,THE LATEST EDITION OF THE WALKING DEAD SEASON FOR PRIMEOR THE WALKING DEAD SEASON THREE HAS BEEN OFFICIALLY ANNOUNCED,['PRIMEOR'],1,True
19d4a8bc20d4f7c246df3f72586e08ff.wav,5,I'M NOT SURE IF I AT LIKTH,['LIKTH'],1,True
a3df08a5d65799d2c65b75ce1ddd205d.wav,5,THE SENATE INTELLIGENCE COMMITTEE HAS ASKED THE WHITE HOUSE TO PROVIDE DETAILS ABOUT THE INTELLIGENCE COMMUNITY'S INVESTIGATION INTO RUSSIAN INTERFERENCE IN THE TWENTY SIXTEENH ELECTION TON,['SIXTEENH'],1,True
20ea442e84b9d1c185a8061adb1399fe.wav,5,WHEN NECKAGETS SEVENTHREE JON FELL TO THE NEW YORK OS LANDERS ON SATURDAY NIGHT,[],0,False
db5d5663204d38171b5dead14355f891.wav,5,IN THE PAST OUR GOVERNMENT HAS ALWAYS BEEN VERY CONCERNED ABOUT THE SAFETY OF OUR CITIZENS SHE SAID,[],0,False
5fe05d8bed3ee535893cf6b211b5ec63.wav,5,THE FIRST OF THE FIVE PHASES OF THE NATIONAL SECURITY AGENCY CIBR INTELLIGENCE SHARING AND PROTECTION ACT SISPEN WHICH CODIFIES THE RULE WOLSAS,"['CIBR', 'SISPEN', 'WOLSAS']",3,True
f6908997c4e6018c43215c8d0f440b28.wav,5,THIS IS ONE OF THE MOST POPULAR ARTICLES ON FACE BOOK AND THE BEST WAY TO GET YOUR FOLLOWERS TO SHERRY,[],0,False
e3d44570c00175178e445188a9b155f4.wav,5,IF YOU WANT TO LEARN MORE ABOUT HOW TO MAKE YOUR OWN BEER CHECK OUT THE BEER BEER GATE,[],0,False
5477b78999bdf7a70e7649ad2df19d1a.wav,5,I KNOW IT ISN'T EASY TO EXPLAIN THIS TO YOUR FRIENDS AND FAMILY,[],0,False
f5aaaf6b6a1db603d6c5d2ca710253ea.wav,5,THE FOLLOWING IS A LIST OF THE MOST POPULAR AND POPULAR MOTHS FOR THE GAMBET,['GAMBET'],1,True
2ff9ea31ca0bbbd72620232b22e3174f.wav,5,I RECENTLY WROTE ABOUT HOW I'LL OFTEN FIND MYSELF WORKING ON A PROJECT AT A LOVE AND AT SOMETHING I'VE BEEN WORKING ON FOR A OIR,[],0,False
f113923acb8df44f00d8d5539bb53567.wav,5,IN A WORLD WHERE TECHNOLOGY IS BECOMING MORE AND MORE ADVANCED THE HUMAN BRAIN IS BECOMING SO ADVANCED THAT IT IS NOW CAPABLE OF PROSESSING MORE INFORMATION,['PROSESSING'],1,True
3746ee27bc4e85284511de59e94d8003.wav,5,IN THE PAST FEW WEEKS I'VE BEEN WORKING ON A NEW PROJECT CALLED HONICAM WHICH WILL ALLOW YOU TO CREATE AN EASY,['HONICAM'],1,True
becf6fd4da5ccae2b5bc1e64029234ff.wav,5,IN THE EARLY TWO THOUSANDS THE UNITED STATES BEGAN TO DEVELOP A NEW APPROACH TO COMBATING THE SPREAD OF AID,[],0,False
e3f1fbcec609cdddba83f8d395ae5624.wav,5,SEBASTIAN VETEL WHO IS IN SECOND PLACE IN THE CHAMPIONSHIP HAS BEEN A TARGET OF CRITICISM AFTER HIS PERFORMANCE IN THE CLOSING STAGE,['VETEL'],1,True
b23efb05c0b0d3fd8d66a18c0fa489af.wav,5,WE'RE GOING TO BE TAKEN A LOOK AT FIT FI,[],0,False
538f6d6b14d3eef3452872b955a43391.wav,5,LALNER AND HIS AGES WERE QUICK TO RESPOND WITH A SERIES OF STATEMENTS,['LALNER'],1,True
538a84b441842dc0d7a89260a42859ef.wav,5,WERE EXCITED TO ANNOUNCE THAT THE FIRST OF THE FIRST THREE NEW GAMES FOR THE NEW MOBIL GAME THE LEGEND OF ZELDE BRETOF,"['ZELDE', 'BRETOF']",2,True
5c0ca3765570bae38d599af1838d1b2c.wav,5,THERE ARE THREE MAIN TYPES OF SULO ARES SULPHUR ARE RAYS THAT ARE INSTALLED ON A ROOF OR IN A BUILDING SULOR ARIS AT,"['SULO', 'SULOR']",2,True
d1e44815008e9d5c34dcd153b5378da8.wav,5,I HAD A CHANCE TO TRY AN FIGURE OUT WHAT THE HECH WAS GOING,['HECH'],1,True
a2481db712640ed13ccc7f2a6a0f93f7.wav,5,THE CITY OF NEW YORK IS ONE OF THE TOP FIVE MOST EXPENSIVE CITIES IN THE COUNTRY TO LIVEA,['LIVEA'],1,True
5f698d09d16bea7102ce4a70a409bf06.wav,5,IN THE WEIT OF THE RECENT SUPREME COURT'S DECISION TO HEAR THE CASE OF AN ACHLOHUMAMMAN WHO WAS FOUND GUILTY OF MURDERING HIS EC DERFRIEND,['DERFRIEND'],1,True
353aa87b51486db5b1cd4219129ec93a.wav,5,THIS IS AN EXCERT FROM THE BOOK THE ART OF THE STEEL THE ART OF THE STALE THE ART OF THE STEEL HOW BILE TEY,['EXCERT'],1,True
52588ed8d80afb98efa3ee1e77693409.wav,5,T DAL I WAS LUCKY ENOUGH TO GET TO MEET THE MAN WHO CREETED THE GAME AND HIS WIFE WHO HAS BEEN A HUGE PART OF OUR LIVIV,"['T', 'CREETED', 'LIVIV']",3,True
2e882d0f4ee335df98418f69a04a84cc.wav,5,THIS PETIVALHIO IS CONSIDERING A BILL THAT WOULD REQUIRE CITIZENS TO SHOW PROOF OF FITIZENSHIP BEFORE OBTAINING A DRIVER'S LESSENS,['FITIZENSHIP'],1,True
5297d066562033c222ef38af7f0997e1.wav,5,A NEW STUDY BY THE UNIVERSITY OF CALIFORNIA SAN FRANCIS FOUND THAT PEOPLE WHO WERE OBESE WERE MORE LIKELY TO BE OBEYED THAN PEOPLE WHO WERE O,[],0,False
f4046125f4ad0f95c41aae923b6d9cb3.wav,5,WE'RE NOT TALKING ABOUT THE KIND OF THING THAT CAN HAPPEN WITH A REAL LIFE TERROROUS ATTAC BUT THE KIND THAT CAN HAPPEN WETH TO HIDE,"['TERROROUS', 'ATTAC', 'WETH']",3,True
244ad5d0b930d79be21aad9c23a92a4b.wav,5,I THINK IT'S A BOOD TOM HE SAID,[],0,False
5944b5422509c18df8340b65c77c729d.wav,5,WE HEED THE POWER TO CHANGE THE WORLD SAID PRESIDENT OBHAM BUT WE HAVE TO DO IT WITHIN THE FRAMEWORK OF A STRONG INTERNATIONAL,['OBHAM'],1,True
d3025d900b0f1029cc7827160320c4b2.wav,5,HE'S NOT A MUSLEM SAID THE MAN'S FATHER WHO ASKED NOT TO BE NAMED AFTER HE WAS FOUND GUILTY ON A CHARGE,['MUSLEM'],1,True
1189107ea1d6454660903b26fbdd190c.wav,5,THE NEXT RELEASE IN THIS SERIES WILL BE A FULL LENGTH STORY R,['R'],1,True
851412af1afebe88809228524250ef47.wav,5,AS THE PECHICS CANT YER ELP,['PECHICS'],1,True
2a671275f04c0831432687b671fabc15.wav,5,I AM A SMALL BUSINESS OWNER IN SAN FRANCIS CO I AM A SMALL BUSINESS OWNER IN SAN FRANCIC AND I HAVE A SMALL BUSINESS THAT IS SMALVELLE,"['FRANCIC', 'SMALVELLE']",2,True
56268b38388e1b4b39aacc745d54ce58.wav,5,THE FIRST TIME I WENT TO A REST ERRANT I WAS ALREADY IN THE MIDDLE OF A LONGDAY,['LONGDAY'],1,True
ba06faf8167277ec3ceec79351fb0b63.wav,5,I WAS JUST IN THE MIDDLE OF WRITING A BALOGUE POST ABOUT MY NEW BOOK THE POWER POSITIVE THINKING,['BALOGUE'],1,True
c266d5a4d0f9f5aa8129307d009469cc.wav,5,IN THE SPIRIT OF DIRTY JOBS WE'RE LAUNCHING A NEW SERIES OF SHORT STORIES ABOUT THE BEG PICTURE IN THE LIFE OF A WOMAN AN,[],0,False
1f9781866665a7171704cafb4ed908cc.wav,5,THE MOST RECENT FIGURES FROM THE OFFICE FOR NATIONAL STATISTICS SHOW THAT THE NUMBER OF PEOPLE AGED FIFTEEN TO TWENTY FOUR IS UP  BY MORE THAN FIVE THOUSAND,[],0,False
092675beffd1990a5704e3a7b8c534b7.wav,5,THE WHITE HOUSE ON MONDAY SEDIT WAS INVESTIGATING WHETHER TRUMP'S CAMPAIGN COLLUTED WITH RUSSIA TO HELP TRUMP WIN THE ELECTION,"['SEDIT', 'COLLUTED']",2,True
706c946c9b205f8c7038b3ee5d572701.wav,5,SOUTH LOUISIAN I AM AP A JUDGE ON TUESDAY DISMISSED A LOSSET FILED BY TWO WOMEN WHO LIEGED THAT THE CITY,"['LOUISIAN', 'LOSSET', 'LIEGED']",3,True
63e179ef3c37be9eae6b31c1bf688963.wav,5,A GROUP OF YOUNG MEN AND WOMEN FROM THE SALVURN ENGINE STATE OF A SAM EIR ACCUSED OF ROBING A BANK AND SEALING A CAR FROM A BONKET,"['SALVURN', 'BONKET']",2,True
ec115c9ded675ae47aa71e255b8b9918.wav,5,THE REPUBLICAN NATIONAL COMMITTEE'S RANK PRESIDENTIAL NOMANY DONALD TRUMP AS A LOSER IN THE TWENTY SIXTEEN ELECTION THAN THE REPUBLIC TICKET,['NOMANY'],1,True
